Iteración,Fitness
1,72643.84682748427
2,56589.63109826566
3,35929.76423621997
4,19044.28279049814
5,7396.609600874438
6,2759.7488044899133
7,2274.8155484248546
8,2274.8155484248546
9,2069.1988988092476
10,1733.8855432215419
11,1641.9183282513113
12,1641.9183282513113
13,1512.2793449396827
14,1446.7824711879948
15,1182.8371848775216
16,1107.5619579763493
17,949.1957482001807
18,839.9192645617698
19,677.0833942454241
20,603.2744371177783
21,500.87725890494806
22,437.16683988796433
23,408.6869293168469
24,330.5632166840231
25,280.80744219587996
26,245.0663745191057
27,222.23839461852228
28,188.4117878005585
29,156.66800801074208
30,110.76852645391938
31,109.40786242007681
32,90.40958245185783
33,90.40958245185783
34,64.77322052308514
35,63.261227969172296
36,52.5188043304216
37,43.601265705863426
38,36.208247290056136
39,36.208247290056136
40,27.769942877282148
41,27.769942877282148
42,23.427743424060235
43,19.02522339502989
44,17.867800481376424
45,17.867800481376424
46,15.821622501409783
47,15.821622501409783
48,13.694694334734402
49,13.694694334734402
50,10.328205719241144
51,10.328205719241144
52,7.571269341185384
53,7.571269341185384
54,6.254051142288788
55,6.254051142288788
56,2.8931105683349547
57,2.8931105683349547
58,2.8931105683349547
59,2.8931105683349547
60,2.1261394065362094
61,2.1261394065362094
62,1.674119861531532
63,1.674119861531532
64,1.3256137711965985
65,1.3256137711965985
66,0.9634226986111817
67,0.9634226986111817
68,0.6414756246305389
69,0.6414756246305389
70,0.4802172464206351
71,0.4802172464206351
72,0.38179586035420743
73,0.38179586035420743
74,0.3309424928957167
75,0.3309424928957167
76,0.20098946785506971
77,0.20098946785506971
78,0.17603555646632865
79,0.17603555646632865
80,0.17603555646632865
81,0.17603555646632865
82,0.17603555646632865
83,0.17603555646632865
84,0.13826193038306145
85,0.13826193038306145
86,0.12878478169281923
87,0.12878478169281923
88,0.12878478169281923
89,0.12878478169281923
90,0.12671551418838403
91,0.12671551418838403
92,0.10164839049108639
93,0.10164839049108639
94,0.051134880696661285
95,0.051134880696661285
96,0.03590840990638484
97,0.03590840990638484
98,0.03139664619574997
99,0.03139664619574997
100,0.03139664619574997
101,0.03139664619574997
102,0.03139664619574997
103,0.03139664619574997
104,0.03045003711053338
105,0.03045003711053338
106,0.017106287144153288
107,0.017106287144153288
108,0.017106287144153288
109,0.017106287144153288
110,0.014484315423409971
111,0.014484315423409971
112,0.014484315423409971
113,0.014484315423409971
114,0.01141917340582033
115,0.01141917340582033
116,0.010813741330434761
117,0.010813741330434761
118,0.010138903306828002
119,0.010138903306828002
120,0.007388687560154277
121,0.007388687560154277
122,0.007388687560154277
123,0.007388687560154277
124,0.00486638352389942
125,0.00486638352389942
126,0.00486638352389942
