Iteración,Mejor Fitness,Fitness Promedio
444,7.615794693897984e-15,0.0
445,6.774906217747307e-15,0.0
446,5.929056746209668e-15,0.0
447,5.607562855274863e-15,0.0
448,5.607562855274863e-15,0.0
449,5.366299198348712e-15,0.0
450,4.2904541509904734e-15,0.0
451,3.796535838766253e-15,0.0
452,3.5237529933843825e-15,0.0
453,3.2288544014526913e-15,0.0
454,3.2288544014526913e-15,0.0
455,3.2288544014526913e-15,0.0
456,3.0067015408802874e-15,0.0
457,2.241379516534997e-15,0.0
458,2.1382106375634697e-15,0.0
459,1.8368459032029624e-15,0.0
460,1.4642356018894415e-15,0.0
461,1.1268962600784563e-15,0.0
462,9.594015926784755e-16,0.0
463,9.594015926784755e-16,0.0
464,9.594015926784755e-16,0.0
465,9.594015926784755e-16,0.0
466,7.51004179924619e-16,0.0
467,7.51004179924619e-16,0.0
468,6.546288075973594e-16,0.0
469,5.460012881076215e-16,0.0
470,4.1794980709682084e-16,0.0
471,4.1794980709682084e-16,0.0
472,4.1794980709682084e-16,0.0
473,4.1794980709682084e-16,0.0
474,3.5797061991653187e-16,0.0
475,3.5797061991653187e-16,0.0
476,3.5797061991653187e-16,0.0
477,3.276211931388243e-16,0.0
478,2.9308671092172963e-16,0.0
479,2.1079797859206037e-16,0.0
480,2.037565400021221e-16,0.0
481,2.037565400021221e-16,0.0
482,2.037565400021221e-16,0.0
483,2.037565400021221e-16,0.0
484,2.037565400021221e-16,0.0
485,2.0029724008842894e-16,0.0
486,1.8371408104663638e-16,0.0
487,1.5553239630167741e-16,0.0
488,1.4272048646437477e-16,0.0
489,1.2591777858438998e-16,0.0
490,1.0819242845258313e-16,0.0
491,7.721434907033488e-17,0.0
492,6.838665406242644e-17,0.0
493,6.571784373796565e-17,0.0
494,6.355327104211514e-17,0.0
495,6.032946217360256e-17,0.0
496,4.980369428784674e-17,0.0
497,4.980369428784674e-17,0.0
498,4.980369428784674e-17,0.0
499,4.591078189625158e-17,0.0
500,3.7207481317946435e-17,0.0
