Iteración,Fitness
1,56347.67380051186
2,43487.154140658065
3,27839.07327029789
4,15150.347842907178
5,7319.709168133073
6,2637.29288998606
7,1268.2330337090264
8,1268.2330337090264
9,1268.2330337090264
10,1268.2330337090264
11,1268.2330337090264
12,1055.0845864804269
13,1050.7868385754489
14,992.7363741022691
15,882.2242858594869
16,744.2984915706821
17,641.5434117950322
18,576.1024500242495
19,460.19590945534554
20,401.7589017118425
21,354.46941215954627
22,316.87894529713583
23,307.1733045116826
24,263.66191558360987
25,203.20824033027844
26,200.13988867593528
27,200.13988867593528
28,169.36508244217924
29,119.5160415988544
30,112.86596695271358
31,88.73612475268762
32,88.73612475268762
33,70.77131692063193
34,67.19062977999485
35,58.321857034846985
36,51.26266443935717
37,51.26266443935717
38,41.48187095486525
39,39.874502334396375
40,34.999307973183555
41,34.999307973183555
42,24.64707550558205
43,16.887921203251068
44,16.887921203251068
45,16.656538876414288
46,14.216680480392613
47,12.733936209346727
48,9.306678408894097
49,8.17157021268887
50,6.763017982999685
51,6.763017982999685
52,5.621764936936183
53,5.621764936936183
54,4.579373556649052
55,4.579373556649052
56,3.769470051326299
57,3.769470051326299
58,3.0950633246701846
59,3.0950633246701846
60,2.402977798282078
61,2.402977798282078
62,2.402977798282078
63,2.402977798282078
64,2.0297702519243237
65,2.0297702519243237
66,1.5074465934497283
67,1.5074465934497283
68,1.2875389403419593
69,1.2875389403419593
70,0.8269763585230411
71,0.8269763585230411
72,0.7534385528118657
73,0.7534385528118657
74,0.5519973369912679
75,0.5519973369912679
76,0.5446008482303646
77,0.5446008482303646
78,0.4999917665101739
79,0.4999917665101739
80,0.40073075827271837
81,0.40073075827271837
82,0.3634363278226796
83,0.3634363278226796
84,0.25161304797041134
85,0.23896080897932676
86,0.23896080897932676
87,0.23896080897932676
88,0.1582747391187709
89,0.1582747391187709
90,0.1582747391187709
91,0.1582747391187709
92,0.11401520530303542
93,0.11401520530303542
94,0.09759740251429887
95,0.09759740251429887
96,0.0901369649068297
97,0.0901369649068297
98,0.0901369649068297
99,0.0901369649068297
100,0.07763312001102418
101,0.07763312001102418
102,0.07377091260380114
103,0.07377091260380114
104,0.054413578923646316
105,0.054413578923646316
106,0.043071411400762705
107,0.04210081612411649
108,0.04106453282294894
109,0.04106453282294894
110,0.03745227290693733
111,0.03745227290693733
112,0.03733384009870838
113,0.03733384009870838
114,0.03733384009870838
115,0.03733384009870838
116,0.03331082044313914
117,0.03331082044313914
118,0.030465564579992117
119,0.030465564579992117
120,0.01857351561249525
121,0.01857351561249525
122,0.01857351561249525
123,0.01817346380140256
124,0.016390895424727433
125,0.016390895424727433
126,0.012311004530670078
127,0.012311004530670078
128,0.008957796441856736
129,0.008957796441856736
130,0.008004935372826484
131,0.008004935372826484
132,0.008004935372826484
133,0.007375637075967987
134,0.005998372964063169
135,0.005998372964063169
136,0.0054940038589649486
137,0.0053016743530264554
138,0.004265563637604106
139,0.004265563637604106
140,0.0033116243658367892
141,0.0033116243658367892
142,0.002231455241623563
143,0.002231455241623563
144,0.002231455241623563
145,0.0016775422122352942
146,0.0016775422122352942
147,0.0013293929330960106
148,0.0013293929330960106
149,0.0009009793905038912
150,0.0009009793905038912
151,0.0006795913402790309
152,0.0005684669022757543
153,0.0005684669022757543
154,0.00038101484601933266
155,0.00038101484601933266
156,0.0003587504466910289
157,0.0003587504466910289
158,0.00023034032007551952
159,0.00023034032007551952
160,0.00023034032007551952
161,0.00023034032007551952
162,0.0001563167546580086
163,0.0001563167546580086
164,0.00013640697298168784
165,0.00013640697298168784
166,9.964951795516317e-05
167,9.964951795516317e-05
168,9.964951795516317e-05
169,8.497055247886108e-05
170,8.497055247886108e-05
171,8.497055247886108e-05
172,8.252267165800548e-05
173,8.252267165800548e-05
174,6.958657493044575e-05
175,6.958657493044575e-05
176,6.796295717575359e-05
177,6.796295717575359e-05
178,6.286369906067587e-05
179,6.286369906067587e-05
180,5.734851077672337e-05
181,5.734851077672337e-05
182,4.394619991293337e-05
183,4.394619991293337e-05
184,2.9890580852935984e-05
185,2.9890580852935984e-05
186,1.8838802751086495e-05
187,1.8838802751086495e-05
188,1.8838802751086495e-05
189,1.8838802751086495e-05
190,1.8838802751086495e-05
191,1.8838802751086495e-05
192,1.7803424995663284e-05
193,1.7803424995663284e-05
194,1.2020540747050376e-05
195,1.2020540747050376e-05
196,1.2020540747050376e-05
197,1.2020540747050376e-05
198,1.170224657584368e-05
199,1.170224657584368e-05
200,8.7538863688802e-06
201,8.600064832346501e-06
202,7.967832802344056e-06
203,7.967832802344056e-06
204,6.49762404488304e-06
205,6.49762404488304e-06
206,5.611404986898805e-06
207,5.568162565189486e-06
208,4.743409539665042e-06
209,4.743409539665042e-06
210,4.743409539665042e-06
211,4.743409539665042e-06
212,4.493922264305461e-06
213,4.493922264305461e-06
214,4.493922264305461e-06
215,4.493922264305461e-06
216,4.306642845532681e-06
217,4.306642845532681e-06
218,3.3013460240331094e-06
219,3.3013460240331094e-06
220,2.703908672866986e-06
221,2.703908672866986e-06
222,1.891175217599928e-06
223,1.891175217599928e-06
224,1.2261814107625943e-06
225,1.2261814107625943e-06
226,9.388283531522107e-07
227,9.388283531522107e-07
228,9.388283531522107e-07
229,9.388283531522107e-07
230,9.255785415772831e-07
231,9.255785415772831e-07
232,9.255785415772831e-07
233,9.255785415772831e-07
234,7.098505178380756e-07
235,7.098505178380756e-07
236,6.468068324789406e-07
237,6.468068324789406e-07
238,3.8170979183523757e-07
239,3.8170979183523757e-07
240,3.2020213314003676e-07
241,3.2020213314003676e-07
242,3.2020213314003676e-07
243,3.2020213314003676e-07
244,1.9919262788927035e-07
245,1.9919262788927035e-07
246,1.78695828233811e-07
247,1.78695828233811e-07
248,1.571369745126576e-07
249,1.571369745126576e-07
250,1.5112421214173024e-07
251,1.493122688924447e-07
252,1.2779963841354277e-07
253,1.2779963841354277e-07
254,1.2779963841354277e-07
255,1.0711306679257843e-07
256,1.0434164321288549e-07
257,9.393298499457085e-08
258,8.114672989122004e-08
259,6.605729549240693e-08
260,6.328543958555546e-08
261,3.92550245537516e-08
262,3.887546097124211e-08
263,3.887546097124211e-08
264,3.887546097124211e-08
265,3.887546097124211e-08
266,3.6485871004693385e-08
267,3.6485871004693385e-08
268,3.628266866817029e-08
269,3.628266866817029e-08
270,3.628266866817029e-08
271,2.865114756040155e-08
272,2.5876894918498745e-08
273,1.8212062718894363e-08
274,1.8142427570326446e-08
275,1.6823554496073173e-08
276,1.6823554496073173e-08
277,8.267205776334014e-09
278,8.267205776334014e-09
