Iteración,Fitness
1,61404.83969518074
2,47451.50875719671
3,30358.02176375534
4,18244.492622019723
5,7690.163404497166
6,3644.5607002147035
7,2123.2153075603755
8,2123.2153075603755
9,1957.7787847838106
10,1722.3754895814843
11,1597.1091354928801
12,1340.1758469024096
13,1334.846593669525
14,1141.6260181809357
15,990.2549635324142
16,900.5639193639483
17,786.8794001037154
18,699.406647831739
19,572.8538605522481
20,467.9888700028307
21,437.34902548075115
22,369.69365672466654
23,300.393563947754
24,274.55120985002605
25,251.229983555152
26,223.9657777126415
27,210.77985194143318
28,203.75123152933372
29,188.65857904528988
30,137.48322513687708
31,137.48322513687708
32,117.07129195867363
33,107.46153499864455
34,102.35935793280838
35,95.32245321865491
36,74.76546532625318
37,72.20481212494056
38,53.234147157310765
39,53.234147157310765
40,44.719955915620616
41,24.257521396214955
42,24.257521396214955
43,24.257521396214955
44,24.257521396214955
45,24.257521396214955
46,15.479970635868268
47,15.479970635868268
48,15.479970635868268
49,15.479970635868268
50,12.310446044040546
51,12.310446044040546
52,8.978723238485378
53,8.978723238485378
54,8.978723238485378
55,7.637011093462974
56,6.951909737093205
57,6.951909737093205
58,6.053013584295876
59,6.053013584295876
60,5.66483187388581
61,5.66483187388581
62,5.186718356992852
63,5.186718356992852
64,4.759095474575023
65,4.167178080065205
66,4.167178080065205
67,3.9055159882190544
68,3.6320257714995123
69,2.639980318729999
70,1.81127350798288
71,1.81127350798288
72,1.81127350798288
73,0.9063666306790595
74,0.9063666306790595
75,0.9063666306790595
76,0.9063666306790595
77,0.9063666306790595
78,0.709972063681965
79,0.709972063681965
80,0.3583684140868724
81,0.3583684140868724
82,0.2497733057463516
83,0.2497733057463516
84,0.2050360168931698
85,0.2050360168931698
86,0.19058834691597237
87,0.18505211457099108
88,0.15504969530774762
89,0.15504969530774762
90,0.11513140979296187
91,0.11513140979296187
92,0.09068680490382373
93,0.09068680490382373
94,0.06065407624271226
95,0.06065407624271226
96,0.05989031518808942
97,0.05989031518808942
98,0.05499760574728169
99,0.05499760574728169
100,0.03463128721255726
101,0.03463128721255726
102,0.03463128721255726
103,0.03463128721255726
104,0.03311809447677961
105,0.03311809447677961
106,0.03311809447677961
107,0.03311809447677961
108,0.03311809447677961
109,0.03311809447677961
110,0.029082864074495795
111,0.024457615099891784
112,0.019272204268739223
113,0.019272204268739223
